Age,Workclass, Final Weight, Education, Years of Education, Marital Status, Occupation, Relationship, Race, Sex, Capital Gain, Capital Loss, Hours Work per Week, Income
63.0,2,109849.0,10.0,13.0,5.0,10,2.0,1,1.0,0.0,0.0,21.0,1.0
28.0,4,339897.0,4.0,2.0,3.0,7,1.0,2,0.0,0.0,0.0,43.0,1.0
28.0,?,37215.0,10.0,13.0,5.0, ?,4.0,2,0.0,0.0,0.0,45.0,1.0
49.0,4,371299.0,12.0,9.0,5.0,1,5.0,2,1.0,0.0,0.0,35.0,1.0
43.0,4,421837.0,16.0,10.0,3.0,7,1.0,2,0.0,0.0,0.0,40.0,1.0
38.0,4,29702.0,10.0,13.0,3.0,4,1.0,2,0.0,0.0,0.0,45.0,2.0
39.0,4,117381.0,12.0,9.0,5.0,13,2.0,2,0.0,0.0,0.0,62.0,1.0
42.0,?,240027.0,12.0,9.0,1.0, ?,2.0,1,1.0,0.0,0.0,40.0,1.0
40.0,4,338740.0,12.0,9.0,3.0,4,1.0,2,0.0,0.0,0.0,40.0,1.0
45.0,?,28359.0,12.0,9.0,6.0, ?,5.0,2,1.0,0.0,0.0,10.0,1.0
29.0,?,315026.0,12.0,9.0,1.0, ?,5.0,2,1.0,0.0,0.0,40.0,1.0
24.0,1,314525.0,10.0,13.0,5.0,10,2.0,2,0.0,0.0,1741.0,45.0,1.0
30.0,4,173005.0,16.0,10.0,3.0,13,1.0,2,0.0,0.0,0.0,50.0,2.0
44.0,4,286750.0,16.0,10.0,3.0,14,1.0,1,0.0,0.0,0.0,40.0,1.0
40.0,4,163985.0,12.0,9.0,3.0,12,1.0,2,0.0,0.0,0.0,24.0,1.0
30.0,4,219318.0,12.0,9.0,5.0,7,3.0,2,1.0,0.0,0.0,35.0,1.0
42.0,4,44121.0,13.0,14.0,1.0,10,2.0,2,1.0,0.0,1876.0,40.0,1.0
52.0,6,103794.0,9.0,11.0,1.0,10,2.0,2,1.0,0.0,0.0,35.0,1.0
42.0,4,310632.0,16.0,10.0,3.0,3,1.0,1,0.0,0.0,0.0,40.0,2.0
39.0,4,153976.0,16.0,10.0,3.0,3,1.0,2,0.0,0.0,0.0,52.0,2.0
43.0,4,174575.0,16.0,10.0,1.0,10,5.0,2,0.0,0.0,0.0,45.0,1.0
62.0,6,82388.0,12.0,9.0,3.0,3,1.0,2,0.0,10566.0,0.0,40.0,1.0
30.0,4,207253.0,9.0,11.0,3.0,3,1.0,2,0.0,0.0,0.0,40.0,1.0
83.0,?,251951.0,12.0,9.0,7.0, ?,2.0,2,1.0,0.0,0.0,20.0,1.0
39.0,4,746786.0,10.0,13.0,3.0,10,1.0,2,0.0,0.0,0.0,55.0,2.0
41.0,4,308296.0,12.0,9.0,3.0,14,6.0,2,1.0,0.0,0.0,20.0,1.0
49.0,4,101825.0,13.0,14.0,3.0,10,6.0,2,1.0,0.0,1977.0,40.0,2.0
25.0,4,109009.0,2.0,7.0,3.0,3,1.0,2,0.0,0.0,0.0,40.0,1.0
48.0,4,413363.0,2.0,7.0,3.0,14,1.0,2,0.0,0.0,2002.0,40.0,1.0
59.0,?,117751.0,8.0,12.0,1.0, ?,2.0,2,0.0,0.0,0.0,8.0,1.0
44.0,7,296326.0,10.0,13.0,5.0,1,2.0,2,0.0,0.0,0.0,40.0,1.0
36.0,4,208358.0,7.0,5.0,1.0,6,2.0,2,0.0,4650.0,0.0,56.0,1.0
40.0,4,120277.0,12.0,9.0,5.0,6,4.0,2,0.0,0.0,0.0,40.0,1.0
21.0,4,193219.0,12.0,9.0,5.0,1,4.0,1,1.0,0.0,0.0,35.0,1.0
41.0,4,86399.0,16.0,10.0,6.0,1,2.0,2,1.0,0.0,0.0,38.0,1.0
24.0,4,215251.0,10.0,13.0,5.0,4,2.0,2,1.0,0.0,0.0,50.0,1.0
67.0,6,124470.0,12.0,9.0,3.0,5,1.0,2,0.0,0.0,0.0,60.0,1.0
24.0,4,228649.0,10.0,13.0,5.0,1,4.0,2,0.0,0.0,0.0,38.0,1.0
50.0,6,386397.0,10.0,13.0,3.0,12,1.0,2,0.0,0.0,0.0,60.0,1.0
48.0,4,96798.0,13.0,14.0,1.0,12,2.0,2,0.0,0.0,0.0,35.0,1.0
55.0,?,106707.0,8.0,12.0,3.0, ?,1.0,1,0.0,0.0,0.0,20.0,2.0
29.0,4,159768.0,12.0,9.0,5.0,7,2.0,2,0.0,3325.0,0.0,40.0,1.0
50.0,4,139464.0,10.0,13.0,1.0,10,5.0,2,1.0,0.0,0.0,36.0,1.0
64.0,7,550848.0,1.0,6.0,3.0,4,1.0,2,0.0,0.0,0.0,40.0,2.0
49.0,4,68505.0,7.0,5.0,1.0,8,2.0,1,0.0,0.0,0.0,37.0,1.0
20.0,4,122215.0,12.0,9.0,5.0,8,4.0,1,0.0,0.0,0.0,52.0,1.0
30.0,4,159442.0,12.0,9.0,6.0,1,2.0,2,1.0,0.0,0.0,40.0,1.0
37.0,4,80638.0,10.0,13.0,3.0,8,1.0,4,0.0,0.0,0.0,30.0,1.0
52.0,4,192390.0,12.0,9.0,3.0,7,1.0,2,0.0,0.0,0.0,40.0,2.0
22.0,4,191324.0,16.0,10.0,5.0,11,4.0,2,0.0,0.0,0.0,25.0,1.0
77.0,?,147284.0,12.0,9.0,7.0, ?,2.0,2,1.0,0.0,0.0,14.0,1.0
19.0,7,73009.0,16.0,10.0,5.0,1,4.0,2,0.0,0.0,0.0,15.0,1.0
52.0,4,177858.0,12.0,9.0,1.0,3,3.0,2,0.0,0.0,0.0,55.0,2.0
42.0,4,163003.0,10.0,13.0,4.0,13,4.0,4,1.0,0.0,0.0,40.0,1.0
35.0,4,95551.0,12.0,9.0,6.0,4,2.0,2,1.0,0.0,0.0,36.0,1.0
27.0,4,125298.0,16.0,10.0,5.0,1,5.0,2,1.0,0.0,0.0,50.0,1.0
54.0,7,198186.0,12.0,9.0,5.0,8,2.0,1,1.0,0.0,0.0,38.0,1.0
37.0,4,295949.0,12.0,9.0,3.0,3,1.0,2,0.0,0.0,1628.0,40.0,1.0
37.0,4,182668.0,1.0,6.0,3.0,14,1.0,2,0.0,0.0,0.0,35.0,1.0
28.0,4,124905.0,6.0,4.0,3.0,3,1.0,2,0.0,0.0,0.0,30.0,1.0
63.0,4,171635.0,10.0,13.0,3.0,12,1.0,2,0.0,0.0,0.0,40.0,1.0
19.0,4,376240.0,12.0,9.0,5.0,7,4.0,2,0.0,0.0,0.0,42.0,1.0
28.0,4,157391.0,10.0,13.0,5.0,12,4.0,2,1.0,0.0,0.0,40.0,1.0
23.0,?,114357.0,16.0,10.0,5.0, ?,2.0,2,0.0,0.0,0.0,40.0,1.0
44.0,4,178134.0,15.0,15.0,5.0,10,2.0,2,1.0,0.0,0.0,40.0,2.0
31.0,4,207201.0,16.0,10.0,3.0,3,1.0,2,0.0,0.0,0.0,40.0,2.0
35.0,4,124483.0,10.0,13.0,5.0,12,2.0,4,0.0,0.0,0.0,50.0,2.0
64.0,4,102103.0,12.0,9.0,1.0,9,2.0,2,1.0,0.0,0.0,50.0,1.0
40.0,4,92036.0,12.0,9.0,3.0,6,1.0,2,0.0,0.0,0.0,40.0,2.0
59.0,2,236426.0,8.0,12.0,1.0,10,2.0,2,1.0,0.0,0.0,50.0,1.0
22.0,4,400966.0,16.0,10.0,5.0,1,4.0,2,1.0,0.0,0.0,40.0,1.0
40.0,4,404573.0,16.0,10.0,5.0,12,2.0,2,1.0,0.0,0.0,44.0,1.0
35.0,4,227571.0,6.0,4.0,3.0,6,1.0,2,0.0,0.0,0.0,40.0,1.0
20.0,4,145917.0,16.0,10.0,5.0,1,4.0,2,1.0,0.0,0.0,15.0,1.0
35.0,2,190226.0,12.0,9.0,5.0,11,4.0,2,0.0,0.0,0.0,40.0,1.0
28.0,4,356555.0,16.0,10.0,3.0,4,1.0,2,0.0,0.0,0.0,48.0,1.0
28.0,4,66473.0,12.0,9.0,1.0,7,4.0,2,0.0,0.0,0.0,40.0,1.0
37.0,?,172256.0,16.0,10.0,3.0, ?,1.0,2,0.0,0.0,0.0,20.0,1.0
72.0,?,118902.0,11.0,16.0,3.0, ?,1.0,2,0.0,0.0,2392.0,6.0,2.0
25.0,5,163039.0,8.0,12.0,5.0,12,2.0,2,0.0,0.0,0.0,60.0,1.0
37.0,4,89559.0,12.0,9.0,1.0,1,5.0,2,1.0,0.0,0.0,40.0,1.0
19.0,?,35507.0,16.0,10.0,5.0, ?,4.0,2,1.0,0.0,0.0,45.0,1.0
31.0,4,163303.0,9.0,11.0,1.0,12,4.0,2,1.0,0.0,0.0,38.0,1.0
41.0,4,192712.0,12.0,9.0,5.0,1,3.0,2,1.0,0.0,0.0,40.0,1.0
31.0,4,381153.0,1.0,6.0,3.0,13,1.0,2,0.0,0.0,0.0,40.0,2.0
44.0,4,222434.0,12.0,9.0,3.0,3,1.0,2,0.0,0.0,0.0,40.0,1.0
20.0,4,34706.0,16.0,10.0,5.0,4,2.0,1,0.0,0.0,0.0,47.0,1.0
57.0,6,47857.0,16.0,10.0,3.0,5,1.0,2,0.0,0.0,0.0,50.0,1.0
26.0,4,195216.0,12.0,9.0,1.0,8,2.0,2,1.0,0.0,0.0,12.0,1.0
44.0,5,103643.0,12.0,9.0,3.0,4,1.0,2,0.0,5013.0,0.0,60.0,1.0
29.0,2,329426.0,12.0,9.0,5.0,11,2.0,2,0.0,0.0,0.0,40.0,1.0
36.0,4,183612.0,12.0,9.0,3.0,10,1.0,2,0.0,0.0,1977.0,40.0,2.0
40.0,4,184105.0,9.0,11.0,3.0,3,1.0,2,0.0,0.0,0.0,40.0,2.0
21.0,4,211385.0,8.0,12.0,5.0,8,2.0,1,0.0,0.0,0.0,35.0,1.0
21.0,4,61777.0,16.0,10.0,5.0,3,2.0,2,0.0,0.0,0.0,70.0,1.0
34.0,6,320194.0,15.0,15.0,6.0,10,5.0,2,0.0,0.0,0.0,48.0,2.0
24.0,4,199444.0,10.0,13.0,5.0,4,4.0,2,1.0,0.0,0.0,15.0,1.0
28.0,4,312588.0,1.0,6.0,1.0,8,2.0,2,1.0,0.0,0.0,40.0,1.0
35.0,4,168675.0,12.0,9.0,6.0,14,4.0,2,0.0,0.0,0.0,50.0,1.0
35.0,4,87556.0,12.0,9.0,1.0,3,2.0,2,0.0,0.0,0.0,40.0,1.0
38.0,7,220421.0,10.0,13.0,5.0,4,2.0,2,1.0,0.0,0.0,40.0,1.0
44.0,1,404599.0,12.0,9.0,1.0,1,5.0,1,1.0,0.0,0.0,40.0,1.0
39.0,4,99065.0,10.0,13.0,3.0,6,6.0,2,1.0,0.0,0.0,40.0,2.0
57.0,2,109973.0,12.0,9.0,1.0,8,2.0,2,1.0,0.0,0.0,40.0,1.0
19.0,4,246652.0,16.0,10.0,5.0,12,4.0,2,1.0,0.0,0.0,40.0,1.0
29.0,4,57423.0,9.0,11.0,3.0,7,1.0,2,0.0,0.0,0.0,48.0,1.0
23.0,4,291248.0,12.0,9.0,5.0,7,3.0,1,0.0,0.0,0.0,40.0,1.0
50.0,4,163708.0,12.0,9.0,7.0,8,5.0,2,1.0,0.0,0.0,40.0,1.0
51.0,6,240358.0,16.0,10.0,3.0,3,1.0,2,0.0,0.0,0.0,20.0,1.0
28.0,4,25955.0,9.0,11.0,1.0,3,2.0,3,0.0,0.0,0.0,40.0,1.0
44.0,4,101593.0,10.0,13.0,3.0,12,1.0,2,0.0,0.0,0.0,60.0,1.0
29.0,6,227890.0,10.0,13.0,5.0,10,2.0,1,0.0,0.0,0.0,40.0,1.0
31.0,4,225053.0,12.0,9.0,1.0,14,2.0,2,0.0,0.0,0.0,45.0,1.0
27.0,4,228472.0,10.0,13.0,3.0,3,1.0,2,0.0,0.0,0.0,45.0,2.0
34.0,4,245378.0,10.0,13.0,3.0,4,1.0,2,0.0,0.0,0.0,45.0,1.0
50.0,5,156623.0,15.0,15.0,3.0,10,1.0,4,0.0,7688.0,0.0,50.0,2.0
27.0,4,35032.0,16.0,10.0,3.0,6,1.0,2,0.0,0.0,0.0,40.0,2.0
31.0,4,258849.0,9.0,11.0,5.0,1,5.0,1,1.0,0.0,0.0,40.0,1.0
46.0,4,190115.0,8.0,12.0,3.0,3,1.0,2,0.0,0.0,0.0,40.0,2.0
39.0,4,63910.0,16.0,10.0,5.0,1,4.0,4,1.0,0.0,0.0,40.0,1.0
40.0,4,510072.0,10.0,13.0,3.0,12,1.0,2,0.0,0.0,0.0,55.0,2.0
28.0,4,210867.0,2.0,7.0,1.0,12,4.0,2,0.0,0.0,0.0,40.0,1.0
18.0,4,263024.0,12.0,9.0,5.0,12,4.0,2,1.0,0.0,0.0,40.0,1.0
51.0,4,306785.0,12.0,9.0,1.0,1,2.0,2,1.0,0.0,0.0,40.0,1.0
58.0,5,104333.0,12.0,9.0,1.0,12,2.0,2,0.0,0.0,0.0,50.0,1.0
66.0,4,340734.0,12.0,9.0,3.0,12,1.0,2,0.0,0.0,0.0,40.0,1.0
36.0,6,288585.0,12.0,9.0,3.0,8,6.0,4,1.0,0.0,0.0,20.0,1.0
38.0,4,241765.0,2.0,7.0,1.0,6,2.0,2,1.0,0.0,0.0,60.0,1.0
25.0,4,111058.0,8.0,12.0,5.0,4,4.0,2,0.0,0.0,0.0,40.0,1.0
25.0,4,104662.0,12.0,9.0,5.0,8,5.0,2,1.0,0.0,0.0,22.0,1.0
90.0,4,313986.0,2.0,7.0,5.0,6,4.0,2,0.0,0.0,0.0,40.0,1.0
41.0,2,52037.0,16.0,10.0,1.0,1,5.0,2,1.0,0.0,0.0,40.0,1.0
34.0,?,146589.0,12.0,9.0,5.0, ?,5.0,1,1.0,0.0,0.0,40.0,1.0
33.0,4,131776.0,10.0,13.0,1.0,10,5.0,2,1.0,914.0,0.0,40.0,1.0
33.0,4,254221.0,12.0,9.0,5.0,1,2.0,2,1.0,0.0,0.0,40.0,1.0
35.0,4,152909.0,10.0,13.0,3.0,4,1.0,2,0.0,0.0,1887.0,45.0,2.0
39.0,6,211785.0,12.0,9.0,5.0,3,4.0,1,1.0,0.0,0.0,20.0,1.0
59.0,4,160362.0,12.0,9.0,3.0,12,1.0,2,0.0,0.0,0.0,60.0,1.0
19.0,4,387215.0,16.0,10.0,5.0,13,4.0,2,0.0,0.0,1719.0,16.0,1.0
39.0,4,187046.0,12.0,9.0,3.0,12,1.0,2,0.0,4064.0,0.0,38.0,1.0
19.0,?,208874.0,16.0,10.0,5.0, ?,4.0,2,0.0,0.0,0.0,40.0,1.0
27.0,4,169631.0,12.0,9.0,5.0,6,4.0,2,1.0,0.0,0.0,40.0,1.0
52.0,4,202956.0,6.0,4.0,3.0,3,1.0,2,0.0,0.0,0.0,40.0,1.0
59.0,6,80467.0,12.0,9.0,1.0,8,4.0,2,1.0,0.0,0.0,24.0,1.0
28.0,4,407672.0,16.0,10.0,1.0,3,5.0,2,1.0,0.0,0.0,40.0,1.0
37.0,4,243425.0,12.0,9.0,1.0,8,3.0,2,1.0,0.0,0.0,50.0,1.0
50.0,?,174964.0,1.0,6.0,3.0, ?,1.0,2,0.0,0.0,0.0,99.0,1.0
36.0,4,347491.0,10.0,13.0,3.0,4,1.0,2,0.0,0.0,0.0,50.0,2.0
34.0,4,146161.0,10.0,13.0,3.0,10,1.0,2,0.0,0.0,0.0,60.0,2.0
23.0,4,449432.0,16.0,10.0,5.0,1,4.0,2,0.0,0.0,0.0,40.0,1.0
19.0,?,175499.0,2.0,7.0,5.0, ?,4.0,2,1.0,0.0,0.0,30.0,1.0
33.0,4,288825.0,12.0,9.0,1.0,3,2.0,2,0.0,0.0,2258.0,84.0,1.0
27.0,2,134813.0,13.0,14.0,5.0,10,4.0,2,0.0,0.0,0.0,52.0,1.0
31.0,2,190401.0,13.0,14.0,3.0,10,1.0,2,0.0,0.0,0.0,40.0,1.0
21.0,4,260617.0,1.0,6.0,3.0,7,1.0,2,0.0,0.0,0.0,36.0,1.0
31.0,4,45604.0,12.0,9.0,3.0,4,1.0,2,0.0,0.0,0.0,54.0,1.0
59.0,4,67841.0,12.0,9.0,3.0,6,1.0,2,0.0,0.0,0.0,40.0,2.0
40.0,2,244522.0,13.0,14.0,3.0,10,1.0,2,0.0,0.0,1902.0,48.0,2.0
19.0,4,430471.0,2.0,7.0,5.0,6,4.0,2,0.0,0.0,0.0,40.0,1.0
47.0,4,194698.0,12.0,9.0,3.0,14,1.0,2,0.0,0.0,0.0,50.0,1.0
34.0,4,94235.0,10.0,13.0,5.0,3,5.0,2,0.0,0.0,0.0,40.0,1.0
57.0,4,188330.0,12.0,9.0,3.0,8,1.0,2,0.0,0.0,0.0,78.0,1.0
51.0,2,146181.0,7.0,5.0,3.0,14,1.0,1,0.0,0.0,0.0,40.0,1.0
21.0,4,177125.0,16.0,10.0,5.0,6,2.0,2,0.0,0.0,0.0,20.0,1.0
30.0,5,68330.0,16.0,10.0,3.0,12,1.0,2,0.0,0.0,0.0,50.0,1.0
46.0,4,95636.0,16.0,10.0,1.0,6,2.0,2,0.0,0.0,0.0,45.0,1.0
40.0,4,238329.0,10.0,13.0,5.0,12,2.0,2,1.0,0.0,0.0,45.0,1.0
52.0,4,416129.0,14.0,1.0,3.0,8,2.0,2,0.0,0.0,0.0,40.0,1.0
23.0,4,285004.0,10.0,13.0,5.0,12,2.0,4,0.0,0.0,0.0,50.0,1.0
90.0,?,256514.0,10.0,13.0,7.0, ?,3.0,2,1.0,991.0,0.0,10.0,1.0
25.0,4,186294.0,12.0,9.0,5.0,1,2.0,2,1.0,0.0,0.0,50.0,1.0
43.0,4,188786.0,16.0,10.0,1.0,14,2.0,2,0.0,0.0,0.0,45.0,1.0
38.0,7,31352.0,16.0,10.0,1.0,11,5.0,3,1.0,0.0,0.0,40.0,2.0
22.0,4,197613.0,9.0,11.0,5.0,8,2.0,2,1.0,0.0,0.0,30.0,1.0
33.0,2,161942.0,10.0,13.0,5.0,1,2.0,2,1.0,1055.0,0.0,40.0,1.0
34.0,4,275438.0,16.0,10.0,3.0,10,1.0,2,0.0,5178.0,0.0,40.0,2.0
65.0,4,361721.0,9.0,11.0,3.0,14,1.0,2,0.0,0.0,0.0,20.0,1.0
50.0,4,144968.0,12.0,9.0,5.0,13,4.0,2,0.0,0.0,0.0,15.0,1.0
29.0,4,190539.0,10.0,13.0,5.0,12,2.0,2,0.0,6849.0,0.0,48.0,1.0
25.0,4,178037.0,12.0,9.0,3.0,14,1.0,2,0.0,0.0,0.0,40.0,1.0
54.0,4,306985.0,16.0,10.0,1.0,1,2.0,2,1.0,0.0,0.0,40.0,1.0
49.0,4,87928.0,12.0,9.0,3.0,1,1.0,2,0.0,0.0,0.0,40.0,2.0
44.0,4,242619.0,16.0,10.0,3.0,7,1.0,2,0.0,0.0,0.0,40.0,1.0
24.0,4,154165.0,7.0,5.0,1.0,8,4.0,2,1.0,0.0,0.0,40.0,1.0
25.0,4,511331.0,10.0,13.0,5.0,12,2.0,2,0.0,0.0,0.0,38.0,1.0
65.0,2,221026.0,12.0,9.0,3.0,14,1.0,2,0.0,0.0,0.0,20.0,1.0
56.0,6,222182.0,12.0,9.0,3.0,4,1.0,1,0.0,0.0,0.0,45.0,1.0
39.0,6,126569.0,15.0,15.0,3.0,10,1.0,2,0.0,15024.0,0.0,60.0,2.0
23.0,4,202344.0,10.0,13.0,5.0,10,4.0,2,1.0,0.0,0.0,40.0,1.0
20.0,4,190423.0,16.0,10.0,5.0,8,2.0,2,1.0,0.0,0.0,20.0,1.0
24.0,4,238917.0,5.0,3.0,5.0,3,5.0,2,0.0,0.0,0.0,40.0,1.0
41.0,4,221947.0,16.0,10.0,3.0,4,1.0,2,0.0,0.0,1887.0,50.0,2.0
40.0,5,37997.0,16.0,10.0,3.0,5,1.0,2,0.0,0.0,0.0,50.0,1.0
55.0,4,147098.0,12.0,9.0,3.0,3,1.0,2,0.0,0.0,0.0,50.0,2.0
38.0,4,278253.0,12.0,9.0,1.0,1,5.0,2,1.0,0.0,0.0,48.0,1.0
23.0,4,195411.0,12.0,9.0,5.0,1,5.0,1,1.0,0.0,0.0,40.0,1.0
44.0,4,76196.0,10.0,13.0,3.0,4,1.0,2,0.0,0.0,0.0,50.0,1.0
45.0,4,120131.0,16.0,10.0,3.0,3,1.0,2,0.0,0.0,1887.0,40.0,2.0
20.0,6,186014.0,16.0,10.0,5.0,1,4.0,2,1.0,0.0,0.0,12.0,1.0
29.0,4,205903.0,12.0,9.0,5.0,8,4.0,2,0.0,0.0,0.0,40.0,1.0
43.0,7,125405.0,12.0,9.0,3.0,11,1.0,2,0.0,0.0,0.0,40.0,1.0
30.0,4,219838.0,3.0,8.0,1.0,7,2.0,2,0.0,0.0,0.0,40.0,1.0
28.0,7,19395.0,16.0,10.0,5.0,1,2.0,2,1.0,0.0,0.0,38.0,1.0
31.0,4,223327.0,12.0,9.0,3.0,4,1.0,2,0.0,0.0,0.0,40.0,2.0
52.0,4,114062.0,12.0,9.0,1.0,3,5.0,2,1.0,0.0,0.0,40.0,1.0
36.0,4,95654.0,10.0,13.0,3.0,10,6.0,2,1.0,0.0,0.0,50.0,2.0
38.0,4,177305.0,12.0,9.0,3.0,3,1.0,2,0.0,0.0,0.0,45.0,1.0
66.0,?,299616.0,16.0,10.0,3.0, ?,1.0,2,0.0,0.0,0.0,40.0,1.0
63.0,6,117681.0,9.0,11.0,3.0,5,1.0,2,0.0,0.0,0.0,40.0,1.0
21.0,4,237651.0,16.0,10.0,5.0,8,4.0,2,0.0,0.0,0.0,35.0,1.0
33.0,7,150570.0,12.0,9.0,1.0,1,2.0,2,0.0,0.0,0.0,40.0,1.0
46.0,7,106705.0,16.0,10.0,1.0,10,5.0,2,1.0,1506.0,0.0,50.0,1.0
20.0,?,174714.0,16.0,10.0,5.0, ?,4.0,2,0.0,0.0,0.0,20.0,1.0
47.0,5,175958.0,10.0,13.0,5.0,12,2.0,2,0.0,3325.0,0.0,60.0,1.0
33.0,4,144064.0,11.0,16.0,3.0,10,1.0,2,0.0,0.0,0.0,55.0,2.0
66.0,?,107112.0,6.0,4.0,5.0, ?,3.0,1,0.0,0.0,0.0,30.0,1.0
20.0,4,54152.0,16.0,10.0,5.0,1,4.0,2,1.0,0.0,0.0,30.0,1.0
28.0,4,152951.0,12.0,9.0,1.0,6,2.0,2,0.0,0.0,0.0,40.0,1.0
46.0,4,190487.0,12.0,9.0,1.0,9,5.0,2,1.0,0.0,0.0,28.0,1.0
25.0,4,306666.0,16.0,10.0,3.0,12,1.0,1,0.0,0.0,0.0,45.0,1.0
37.0,4,195148.0,12.0,9.0,3.0,3,4.0,2,0.0,3137.0,0.0,40.0,1.0
31.0,6,226624.0,7.0,5.0,3.0,3,1.0,2,0.0,0.0,0.0,60.0,1.0
49.0,4,157569.0,12.0,9.0,3.0,3,1.0,2,0.0,0.0,0.0,40.0,1.0
22.0,7,22966.0,16.0,10.0,4.0,13,5.0,2,0.0,0.0,0.0,20.0,1.0
52.0,4,379682.0,9.0,11.0,3.0,8,6.0,2,1.0,0.0,0.0,20.0,2.0
29.0,4,446559.0,8.0,12.0,3.0,4,6.0,2,1.0,0.0,0.0,50.0,1.0
18.0,4,41794.0,2.0,7.0,5.0,8,4.0,2,1.0,0.0,0.0,20.0,1.0
31.0,2,90409.0,16.0,10.0,3.0,4,1.0,2,0.0,0.0,0.0,35.0,1.0
23.0,4,125491.0,16.0,10.0,5.0,8,2.0,4,1.0,0.0,0.0,35.0,1.0
27.0,?,129661.0,9.0,11.0,3.0, ?,6.0,3,1.0,0.0,0.0,40.0,2.0
54.0,6,104748.0,1.0,6.0,3.0,12,1.0,2,0.0,0.0,0.0,65.0,1.0
50.0,2,169182.0,12.0,9.0,1.0,8,5.0,2,1.0,0.0,0.0,49.0,1.0
46.0,4,324655.0,13.0,14.0,3.0,13,1.0,2,0.0,0.0,1902.0,40.0,2.0
24.0,4,122272.0,10.0,13.0,5.0,5,4.0,2,1.0,0.0,0.0,40.0,1.0
17.0,?,114798.0,2.0,7.0,5.0, ?,4.0,2,1.0,0.0,0.0,18.0,1.0
49.0,5,289707.0,12.0,9.0,6.0,8,2.0,2,0.0,0.0,0.0,45.0,1.0
54.0,2,137691.0,12.0,9.0,3.0,3,1.0,2,0.0,0.0,0.0,40.0,2.0
41.0,4,84610.0,10.0,13.0,3.0,4,1.0,2,0.0,0.0,1902.0,60.0,2.0
49.0,4,166789.0,12.0,9.0,3.0,1,1.0,2,0.0,0.0,0.0,40.0,1.0
36.0,2,348728.0,10.0,13.0,5.0,10,2.0,2,1.0,0.0,0.0,35.0,1.0
23.0,4,348092.0,12.0,9.0,5.0,14,4.0,1,0.0,0.0,0.0,40.0,1.0
63.0,4,154526.0,16.0,10.0,7.0,8,2.0,2,1.0,0.0,0.0,40.0,1.0
67.0,4,288371.0,12.0,9.0,3.0,12,1.0,2,0.0,0.0,0.0,40.0,2.0
23.0,4,182342.0,12.0,9.0,5.0,3,2.0,2,0.0,0.0,0.0,40.0,1.0
22.0,4,244366.0,10.0,13.0,5.0,10,4.0,2,0.0,0.0,0.0,40.0,1.0
66.0,4,102423.0,9.0,11.0,3.0,1,1.0,2,0.0,0.0,0.0,30.0,1.0
25.0,4,259688.0,2.0,7.0,3.0,3,1.0,2,0.0,0.0,0.0,50.0,1.0
30.0,4,98733.0,16.0,10.0,1.0,7,5.0,2,1.0,0.0,0.0,20.0,1.0
35.0,4,174856.0,12.0,9.0,3.0,14,1.0,2,0.0,2885.0,0.0,40.0,1.0
67.0,6,141797.0,6.0,4.0,3.0,4,1.0,2,0.0,0.0,0.0,40.0,1.0
30.0,4,327202.0,3.0,8.0,5.0,3,2.0,1,0.0,0.0,0.0,40.0,1.0
26.0,4,76996.0,16.0,10.0,5.0,7,2.0,1,1.0,0.0,0.0,38.0,1.0
34.0,4,260560.0,12.0,9.0,3.0,7,1.0,2,0.0,0.0,0.0,40.0,1.0
21.0,4,370990.0,16.0,10.0,5.0,12,4.0,2,0.0,0.0,0.0,40.0,1.0
18.0,4,129010.0,3.0,8.0,5.0,3,4.0,2,0.0,0.0,0.0,10.0,1.0
21.0,4,452640.0,12.0,9.0,5.0,3,2.0,2,0.0,0.0,0.0,40.0,1.0
76.0,5,120796.0,7.0,5.0,3.0,10,1.0,2,0.0,0.0,0.0,40.0,1.0
51.0,1,45334.0,16.0,10.0,3.0,11,1.0,4,0.0,0.0,0.0,70.0,1.0
26.0,4,229523.0,12.0,9.0,3.0,7,6.0,2,1.0,0.0,0.0,56.0,1.0
18.0,4,127388.0,3.0,8.0,5.0,8,2.0,2,1.0,0.0,0.0,25.0,1.0
18.0,?,395567.0,2.0,7.0,5.0, ?,4.0,2,0.0,0.0,0.0,40.0,1.0
34.0,4,119422.0,9.0,11.0,3.0,7,1.0,2,0.0,0.0,1672.0,50.0,1.0
59.0,4,193895.0,12.0,9.0,1.0,4,2.0,2,1.0,0.0,0.0,40.0,1.0
55.0,4,163083.0,10.0,13.0,6.0,4,2.0,2,0.0,14084.0,0.0,45.0,2.0
33.0,6,155343.0,16.0,10.0,5.0,5,2.0,2,0.0,0.0,0.0,72.0,1.0
25.0,4,73895.0,12.0,9.0,5.0,8,4.0,2,1.0,0.0,0.0,10.0,1.0
48.0,4,107682.0,12.0,9.0,7.0,7,2.0,2,1.0,0.0,0.0,10.0,1.0
64.0,4,321166.0,10.0,13.0,1.0,12,2.0,2,1.0,0.0,0.0,5.0,1.0
47.0,2,154940.0,13.0,14.0,5.0,10,2.0,2,1.0,0.0,0.0,45.0,2.0
26.0,4,103700.0,16.0,10.0,5.0,13,4.0,2,1.0,0.0,0.0,40.0,1.0
36.0,4,63509.0,8.0,12.0,3.0,10,1.0,2,0.0,0.0,0.0,48.0,2.0
21.0,4,243842.0,12.0,9.0,3.0,5,1.0,2,0.0,0.0,0.0,40.0,1.0
